text,label
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Goyang bumi
Semong
Gunung ereksi
Angin puting beliung
Longsor
Bangjir bandeng
Bakan
Kumis cutbrai huntu poker
Pler jegang
Kanjut kayang
Sempak ngambang
Katanya
Salah kesalahan

Sujudan2 kukanjut sia kenyotan2 bujurna

Kalo mamang yakin kanjut bewokna bakal tgg jawab dan nulungan",1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. teens_kikies,0
pernahkah wilayah indonesia mengalami tsunami kapan,1
"Gue harap apo kayak mile. Ada ujan halilintar, angin puting beliung, gempa bumi pun dia tetep genjreng gitar alias gak peduli sama apapun yg terjadi. 

Kalopun dibelakang ada yang nyuruh (krn biasanya po dijadiin damage control) gue ttp marah krn po gak mau nolak.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Gempa lagi,0
Liat official fan video jalan pulangnya yura gua banjir bandang sampai tsunami. Asuw. Di kantor loh.,1
"Dlm geologi ada cabang ilmu yg disebut sbg 'geomitologi', yaitu ilmu yg mempelajari keterkaitan peristiwa geologi di masa lalu dg lahirnya mitos/legenda/cerita rakyat. Basis ilmu ini adlh bahwa manusia berulangkali melht fenomena alam yg serupa spt tsunami,gempa,erupsi.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
gempa,1
Gempa kah?,1
"Dari korban banjir, korban tsunami hingga korban gempa bumi hanya korban janji yang sulit d evakuasi",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Dear, katanya kau akan menembus banjir lava demi cintaku. Kenapa malam Minggu gak datang?",0
"""Kakanwil juga turut menyampaikan belasungkawa atas bencana di Cianjur, Garut dan Erupsi Semeru serta menghimbau gerakkan Insan Pengayoman untuk berkontribusi dalam meringankan beban para korban.

Kanwil Kemenkumham Kalsel | Lilik Sujandi""",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Free Tsunami Surf,1
Gempa ?,1
Ngumpulin donasi buat perbaikan sekolah karna gempa,1
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Tiap weekend kok kalau ga banjir, longsor, ya puting beliung 😅😅😅",1
"Rakyat Papua tak henti dirundung masalah. Bak sudah jatuh tertimpa tangga pula. Belum juga tuntas kasus teror KKB dan kemiskinan, rakyat Papua kini ditimpa bencana gempa.
serba-serbi MMC
#Islamkaffah",0
"Bencana alam itu gara2 lgbt 
Longsor gempa banjir tsunami",0
Terbaik semua instansi ikut serta membantu korban Gempa htt #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur,1
Tanah longsor dimana-mana,0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Gempa di turki hampir 15% dari tsumani di aceh sekitar 33.000 korban jiwa dan tsunami aceh sekitar 230.000 jiwa,kasang mikir seleksi alam apalagi yg akan kami hadapi 🙏🏻🥹",0
Papua gempa?,1
Longsor Gempa Banjir Tsunami,1
"Dia punya kalut macam tsunami dekat Jepun, puting beliung dekat US, gempa bumi dekat Indonesia &amp; letus gunung berapi Tonga, jadi serentak!!

Kacau! Haru biru!",1
"Org laen kalo ping!aku di bbm cuma hpny yg geter kalo kamu yg ping, Cinta aku yan geter kaya gempa bumi Teens_Yori",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Hutan alam memiliki banyak manfaat bagi manusia dan lingkungan di sekitarnya. Mengurangi risiko bencana alam: Hutan alam dapat menyerap air hujan dan menahan tanah, sehingga dapat mengurangi risiko banjir, longsor, dan erosi tanah.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
akankah jakarta tsunami,1
"Innalillahi..
Telah terjadi Gempa bumi dg kekuatan: 5.4 SR, 1 km Barat Daya Jayapura, Papua, Gempa ini tidak berpotensi Tsunami | Semoga Allah melindungi.. 🤲🏻 (09/Feb/2023)",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
gempa?,1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Gurarararara!!”  Tawa Whitebeard, tahukah kamu, tawanya itu juga melambangkan kekuatannya “gura gura no mi” alias “buah gempa gempa”",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,0
gempa,1
"LGBT
LONGSOR GEMPA BANJIR TSUNAMI",1
"Sesuai instruksi Ketum AHY, Demokrat Kabupaten Malang, menyalurkan air bersih untuk korban banjir dan tanah longsor di  #AHYPimpinPerubahan",0
"Dan musibah apa pun yg menimpa kamu adalah disebabkan oleh perbuatan tanganmu sendiri dan Allah memaafkan banyak (dari kesalahan-kesalahanmu).
QS Asy-Syura [42]: 30

#GempaBumi tsunami banjir longsor azab Rasulullah Iman",0
anjir gempa,1
"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"LGBT
Longsor, Gempa, Banjir, Tsunami

@TretanMuslim",1
"Setiap wilayah memiliki risiko bencana tersendiri. Termasuk wilayah Indonesia. Indonesia merupakan negara yang rawan bencana gempa bumi, tsunami, gunung meletus, dan banjir #MajuBersama",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Momen Bapak Prabowo Subianto ketika kembali mengunjungi posko pengungsian korban bencana alam gempa di pos dapur lapangan Kopassus/ TNI AD Cianjur ( Rabu, 7 Desember 2022 ).

Dan untuk seluruh korban jangan menyerah, jangan bersedih dan berputus asa, semoga apa yang menimpa in...",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Ada daerah yang seharusnya ga banjir di Palangkaraya eh kalau hujan  banjir bikin malu ya tweeps..,0
"Sebenernya agak khawatir ama bumi belakangan ini yg suka gonjang ganjing. Ya gempa lah, erupsi lah, banjir lah. Moga ga kenapa2 yah 🥲

Mana ada hoax berita bakal ada tsunami mulu",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
GEMPA,1
gempa?,1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Gempa, erupsi, angin puting beliung, banjir, longsor, bom,  banyak bencana dan sebagainya terjadi di Indonesia

Nanti giliran apa ya ????

🌋🌋🤯🤯",1
"Org lain idupnya abis ujan timbul pelangi
Idup gue mah abis ujan badan topan puting beliung tsunami 
Gada pelangi2nya.",1
"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?",0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,0
masa gue mimpi gempa trs2an sampe ngeliat tsunami???,1
gempa kah?,1
"Suatu hari ada angin puting beliung yang dahsyat, rumah2 rata dengan tanah tetapi anehnya ada sebuah warung yang masih berdiri de #D1b25527",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
Je hoort nu DVBBS/Borgeous - Tsunami op RadioTwister,1
Gempa ga sih?,1
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?",0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. SteffyChiBi #SUgombal,0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
Gempa gasih?,1
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
Longsor Gempa Banjir Tsunami,1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Demokrat peduli gempa Cianjur  #AHYPimpinPerubahan,1
Langite peteng udane soyo deres klebus banjir tanah longsor puting beliung,1
"Musibah Gempa Bumi Cianjur - Sukabumi,
di lamtim jg ada puting beliung,

ngingetin klo diakhir2 tahun bgini, kita perlu banyak introspeksi diri, banyak istighfar sama kelakuan diri sejak awal tahun..

gempa tsunami kalianda,
erupsi semeru,
tsunami aceh,.. dst..
 (cont)",0
akankah jakarta tsunami,1
"""Walaupun angin ribut, hujan badai, tanah longsor, bahkan tsunami sekalipun aku tetap mencintaimu""

Kalo Gombal biasa saja, jangan bikin repot Basarnas.

Cinta didukung orang tua ❌
Cinta didukung bencana alam ✔️",0
"Titik gempa terjadi di 2.60 lintang selatan dan 140.66 bujur timur.
Gempa tersebut berpusat di darat.
#Gempa Mag:5.4, 09-Feb-23 13:28:02 WIB, Lok:2.60 LS,140.66 BT (1 km BaratDaya JAYAPURA-PAPUA), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG,"" tulis BMKG , Kamis (9/2/2023).",1
Gempa,1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
apakah jakarta bisa tsunami,0
gempa ya?,1
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Quake 

Film bercerita gempa bumi yang akan meluluhkan dunia, berawal dari gunung-gunung yang menetus hingga ada tsunami yang melanda, hingga tidak ada manusia yang bisa menghindari karena bumi tergoncang dengan hebat hingga bumi membelah.",0
Jepang siaga Tsunami gara2 Semeru Erupsi. Ada yg bisa jelaskan teori ini ?,0
Semeru erupsi lagi?,0
Ada daerah yang seharusnya ga banjir di Palangkaraya eh kalau hujan  banjir bikin malu ya tweeps..,0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Gengster aja bunuh org banyak yg bela, cb klo longsor gempa banjir tsunami, diem aj pada di judge :(",0
Gempa,1
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Selain Banjir Bandang, Tanah Longsor Juga Terjadi di Desa Cemba Enrekang",0
"Siwon merupakan anggota Suju
yang religious. Terbukti pada saat
terjadi gempa di Cina, Oppa dipergoki
berdoa secara khusyuk denga",0
"Tetep sekolah walaupun diterjang badai, kemarau, puting beliung, tsunami, kecuali kalau kiamat @florallnfading 

Tapi gue gerimis doang tetep ga bakal sekolah sih biasanya",0
DPC #PartaiDemokrat Kota Surabaya menyalurkan bantuan untuk pengungsi erupsi Gunung SEmeru #AHYPimpinPerubahan,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Terbaik semua instansi ikut serta membantu korban Gempa htt #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur,1
"Aku tidak peduli ramalan BMKG, sebab saat hujan, badai bahkan tsunami aku akan tetap bertahan pada cintamu.",1
"Mau cari au taekook yg mcd matinya karena bencana alam kek longsor, tsunami, banjir badang, dll",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Brgsiapa mngumpulkn harta dgn tdk swajarnya(tdk bnr) maka Allah akn mmusnahkannya dgn air(banjir)&amp;tanah(longsor) (HR.AlBaihaqi),0
"Setelah gempa bumi baru berkekuatan 6,4 di Hatay Turki, Pusat Seismologi Euro-Mediterania mengeluarkan peringatan tsunami. 🌊",1
"jahat banget sih, gak ngehargain perasaan orang. biarin aja kena tsunami :'(",0
"guys tagar trendingnya bisa pd stop dlu nggak si ya bahas masalah suatu agency gitu kan ini negara kita sendiri lagi terkena bencana gempa sampai menyebabkan tanah longsor juga jadi ayo simpatinya guys, berdoa semoga saudara kita disana baik baik saja🙏🙏🙏",0
AHY: Mari bersama kita berdoa untuk warga di wilayah Kabupaten Lumajang dan sekitarnya yang terdampak erupsi Gunung Sem #AHYPimpinPerubahan,0
benarkah jepang tsunami,1
GEMPA,1
"Korban banjir terevakuasi.
Korban longsor terselamatkan
Tapi ko aku korban janji Yo Ra uwis,,""
Tiwas korban perasaan ko Kowe blas ora ndue utek
Nasib...😅",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Erupsi Semeru kok bisa berdampak Tsunami di Jepang? Penasaran!,0
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih. SteffyChiBi #SUgombal,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Tuhan bisa bikin gempa, tsunami, banjir, gunung meletus, longsor dan bencana lainya tp knp ga bisa musnahkan org org tolol, korup, pungli, gmbel, bgst, bjngan, brgsek, primitif, ngntd, sdm rendah, demi memperbaiki peradaban",0
"Tuhan...
Untuk Gempa di Cianjur
Lalu Gempa Di Garut
Kemudian longsor dan banjir di sana sini hingga akhirnya sampai pada erupsi Gunung Semeru , boleh kah kami meminta cukup. Cukup untuk semua teguran dan bahkan mungkin adzab yang engkau berikan. ampuni kami.",0
"Merinding juga ninjau keadan indonsiaku-kita
Utang Numpuk
Elit politik tawuran
Ekonomi terpuruk
Rakyat pada tawuran hanya karena beda baju beda ormas beda organisasi
Gempa bumi
Banjir
Gunung meletus
Longsor
Angin puting beliung mengancam ketenangan
Berapa% apbn untuk bayar utang?",0
"Di geser doang mah ciiilll 🤏, kita udah pernah rasain jungkir balik, badai, tsunami, longsor, rollercoaster, sampe meleyooddd, menyublim, mencair, sesak napas, pengsaan #IkatanCintaNumeroUno",0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
apakah jakarta bisa tsunami,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Gurarararara!!”  Tawa Whitebeard, tahukah kamu, tawanya itu juga melambangkan kekuatannya “gura gura no mi” alias “buah gempa gempa”",0
Demokrat peduli gempa Cianjur  #AHYPimpinPerubahan,1
Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
Sejujurnya ngetiknya geli tapi ini sama Kieran jadi akan kutahan ombak tsunami &amp; longsor demi genre comedy slice of life,0
Partai Demokrat salurkan bantuan untuk para korban gempa di Cianjur #AHYHarapanRakyat,0
Semeru erupsi lagi?,0
BIN distribusikan bantuan untuk korban gempa https://twitte #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur,0
jarak tempuh tsunami aceh 2004,1
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Ya elah…baru juga puting beliung
udah kaya gitu, gimana kalo udel
beliung, apalagi udellle
buodong?",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"Suatu hari ada angin puting beliung yang dahsyat, rumah2 rata dengan tanah tetapi anehnya ada sebuah warung yang masih berdiri de #D1b25527",0
"Wait wait ini hati udah diterpa hujan ,badai ,petir ,angin puting beliung ,gempa ,tsunami ,gunung meletus ,longsor ,banjir anehnya kenapa tetep sama perasaannya nggak berubah ,bahkan untuk benci sekalipun sulittt",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Katanya motor bebek, giliran kena banjir kok nggak bisa berenang? #gagalpaham - Jomblo Baper",0
Jayapura gempa min barusan @infoBMKG,1
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Tahun baru sebentar lagi mau liburan bingung..🤦‍♂️
Mau ke pantai takut tsunami. 
Mau ke puncak takut longsor. 
Mau ke hotel takut gempa. 
Dirumah aja takut gila. 

Di kamar aja takut ""HAMIL""
🤣🤣🤣🤣🤣🤣🤣🤣

Kampretttt...😂😂😂",0
"Just rimender.

Di th baru bsk januari,february sebaiknya banyak diam di rumh,hindari ke pantai banyak2 istighfar,sholawat dn dzikir,

Gempa bumi,tanah longsor,banjir ,tsunami,gunung meletus dn semua itu akan terjadi dan sekua itu krn ulah manusia itu sendiri",0
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
"Saat ini bumi sedang mengalami perubahan iklim atau climate change yaitu seperti banjir, longsor, kekeringan, gagal panen, gagal tanam, kebakaran hutan, gelombang pasang, dan angin puting beliung.",1
Semalem mimpi mau kiamat tapi baru tsunami dan erupsi gunung berkali². Takut banget🥹,0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"“Walah.. baru puting beliung aja udah kaya gitu,gimana kalau
udel beliung, apalagi udellle
buodong..”",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
Terbaik semua instansi ikut serta membantu korban Gempa htt #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur,1
"jahat banget sih, gak ngehargain perasaan orang. biarin aja kena tsunami :'(",0
semeru erupsi lagi..,0
"Hai SobatKom, tahukah kamu bahwa perubahan iklim &amp; kerusakan lingkungan bisa memicu terjadinya cuaca ekstrem yang menyebabkan bencana alam hidrometeorologi, seperti siklon tropis, banjir, tanah longsor, puting beliung, gelombang tinggi laut, dsb.",0
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
"Harus hati-hati menjelang akhir tahun 2022 ini akan pergerakan tanah, longsor, banjir bandang, gempa bumi, erupsi gunung berapi dan penyakit. Sikap jaga-jaga dan waspada harus selalu standby disamping setiap detik menyirami diri sendiri dengan karma baik terutama berpikir baik.",0
Posko Kemanusiaan BIN untuk korban bencana gempa bumi kabup #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur,0
