text,label
"Jadi tadi sepanjang ujian, jujur aku khawatir gedung fk rubuh atau kena angin puting beliung, soalnya aku baru pertama kali duduk deket kaca lt 8 dan bunyinya serem banget😔 aku udah siap siap nutupin telinga dan mataku  takut pecahan kacanya masuk telingaku sama mataku",0
"Semalem tidur di kamar sebelah krn ac kamar gw rusak. Taunya selama tidur gw jadi mimpi random bgt:
1. Ketinggalan pesawat ke jepang
2. Kegulung tsunami di ancol 😭
3. Ngerusakin kamera punya temen gara2 kegulung tsunami",1
"Gempa Turki: seorang wanita 40 tahun diselamatkan masih hidup setelah tertimbun reruntuhan bangunan selama 222 jam (atau hari kesembilan) paska gempa 06 Fen 2023.

Menantang semua teori tentang bertahan hidup.

(2023-02-15)",0
Ini Twitter sama tiktok daritadi isinya tentang tsunami 🤡,0
"Cinta suami ke istri itu ibarat angin,terasa tapi tak terlihat,kadang juga puting beliung disaat momen tertentu.",0
"""Jadilah mata air yang damai, 
jangan jadi gelombang tsunami 
yang menghancurkan."" — tumblr",0
"Yang dimimpiin tsunami udah banyak nih, saatnya hapalin surah al-kahfi",0
"Tidak cm masjid, synagog, gereja orthodox syirian jg berada di lokasi2 titik gempa Turki, rata2 bangunan bersejarah semua yg jd aset pariwisata Turki, byknya tim asing masuk emang diwaspadai terus",0
Hai guys pagi pagi.. aku mimpi TSUNAMI DI SEMINYAK 🫣terus..,0
Aku jeke rasa drifting home ni agak extreme untuk movie yang castnya elementary schoolers ?? Like laut dalam darah sana sini tsunami lagi gworl those are traumatising,0
gue mimpi ada tsunami anjir serem bgt😖,0
Malam ini jangan hujan dulu ya 😢 kalo semaleman hujan lagi wassalam beneran dah. Gue jalan menembus genangan banjir sepanjang komplek dari tinggi air semata kaki sampe sedengkul sad sekali,0
"itu bukan tornado, tapi knock up stream, bersiaplah kalian ke pulau langit! #onepiece #tornado #PutingBeliung",0
"Lagi mikir kalau erupsi semeru di lumajang ini jg termasuk teguran dari Allah. Lihat aja skrg makin banyak hal2 yg salah yg terjadi di negara ini. Pelecehan, korupsi, fitnah dimana2, zina, dan msh banyak lagi. Yuk sama2 sadar, dan perbaiki diri. Biar kita semua aman, -c",0
"Balik dari gebang, untung ga kejebak longsor Mutun",0
"Barusan dikirimin video evakuasi korban erupsi semeru yang cuma tinggal tulangnya aja.
Ya Allah langsung merinding sekujur badan😣.
Semoga amal ibadah beliau diterima disisi nya",0
"Wajar aja sih alam pada bergejolak di Indonesia, orang-orang di dalamnya suka bergaduh, berselisih, persis Bani Israil dahulu zaman Nabi Musa as, pantas aja dan wajar terjadi Gempa, Tsunami, Banjir, Angin Puting Beliung, karena orang-orang di dalamnya pada sok pinter. Sok suci.",1
"Gempa terjadi di Turki, sementara BRIN mau membatalkan Tsunami Warning System... Sebuah keputusan yang tolol. Jiwa rakyat bak sampah di mata mereka",0
Mengandung yang kali ni bukan biasa2 ya.. Aku perasan setiap kali tidur air liur selalu meleleh.sentiasa panas tak kira hujan ribut tsunami even dah on air cond ..paling teruk malas mandi sampai harapkan ayie mandikan lagi2 mandi petang..,0
"[bb] gais aku tu kalo mekapan knpa sring jdi apa ya sebutannya longsor bkan sih wkwk, jadi kalo udh kelamaan mekap tu wajah jadi berminyak trs misal tadi udh bkin mekap di bgian mata gitu warnanya jadi kaya nyampur sm base wajah. Trs bias mekap mata misalnya ttep stay  (cont..)",0
"trending tsunami kirain tsunami beneran, ternyata tsunami trophy king emyu wkwkw",1
Pasti lagi pada nungguin tsunami foto🤭,0
Gempa,1
apakah jakarta bisa tsunami,0
"Bentar lagi dah mau tahun baru,bingung liburan kemana,ke pantai takut tsunami,ke gunung takut longsor,ke mall takut gempa,dirumah juga setress,dikamar mulu belum siap bunting lagi 🙃",0
"hoalah yo yo, yo bom yo puting beliung",1
"aku gak perlu ramalan cuaca BMKG walaupun mau ada ujan,badai,tsunami. aku akan tetap pertahaan cinta aku demi kamu Teens_Yori",0
PENGKI ANGIN PUTING BELIUNG KYK GMN,1
"Ya Allah gempa terus terusan, gunung erupsi. Mana mau tinggalin mamah ke Bontang 😭",0
Gunung juga erupsi,0
"mvs ini film apa sih, jadi yg aku inget cuma scene ada orang yg lagi naik balon udara terus tiba"" ada angin puting beliung, terus dia masuk/kebawa sama puting beliung nya abis itu dia kyk pindah alam gitu, atau kebawa ketempat baru, ada yg tau ga?? TIA",0
"ternyata bener ya kata orang.. hubunga itu klo yg cwo udh gk mau bertahan yaudah, mau cwe nya ngapain aja ttp karam. tp kl cwo ny masih mau pertahanin, badai, tsunami menerjang pun bakal ttp d usahain berdiri...",0
Ak mau ke kampus tapi takut banjir:(,0
"Info kalau gunung krakatau erupsi itu bener gak sih? Ada yg bilang video lama, ada yg bilang 24.04.2022?? Yg daerah Banten komen dong?",0
"Sodara-sodara di Gresik yang terdampak banjir terutama daerah Oma Indah Menganti, boleh tau info terupdate kondisi disana?",0
"Naha media bet bikin berita anu sedih nya perihal gempa Turki kemarin. Upload video anak kecil yang ketimpa reruntuhan, bapa megang tangan anaknya yg udah meninggal. Padahal liputannya bisa kaya, kondisi lokasi seperti apa skrg, jumlah korban, atau pihak2 yang membantu gitu..",0
Waspada cuaca ekstrem selama mudik. Hujan salah mongso dan tanah longsor terjadi di beberapa daerah.,0
"Mau banget win Tuhan, mua beli sesuatu tanpa minta ke suami😭😭",0
"Ga usah buka twitter dlu aja apa ya... Nangis mulu tiap liat foto vidio korban gempa turki,, 😭 mana banyak yg anak kecil ya Allah....
Semenjak uda punya anak kayaknya aku jadi lebih sensitif sama hal2 gitu... 😢",0
"Bencana geologi : gempabumi, tsunami, letusan gunung berapi, dan tanah longsor.",0
"hujan lgi gede, ini klo indosiar bnran banjir keknya gua bakal berenang 😭😭 makin dingin pula, ini si chiro flu krna kedinginan dah ak selimutin sih huhu🫂 kasian ga kebayang klo bnran banjir",0
"Sudah sibuk dr pagi, singgah bakery beli kue buat rapat di kantor. Sampe enu, longsor, batal rapat. Balik kanan pulang ke rumah ketemu anak2 😂😘",1
Jalan tawangmangu yang tadi longsor udah bisa dilewatin apa belum ya? -11fess,0
"Abis kejadian puting beliung kemarin, jadi parno deh kalo ada angin. Emg dari kecil udah takut angin, skrg malah tambah takut lg 🥲",0
"klo siang panas nya panas banget, pasti malem angin nya kenceng bet BAGAi puting beliung",1
Bingung 😖 barusan goyang gempa atau emang lieur,1
mereka pake foundation merk apa yaa make up nya ga longsor walopun mandi keringet😭😭👍👍👍,0
"Hujan + dilalui beribu² kendaraan tiap hari nya.. Gimana gak longsor tuh jalan,",0
awal tahun nangisin video tsunami sm sakaratul maut😔,1
Siap tuk selamat?belajarlah dari tsunami aceh. Ayo perkuat mitigasi.,0
"Entah tanah apa yg akan bergerak
Longsor
Gempa
Atau tanah gerak
Yg jelas agak parah😌",0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
HOT! RESULT 12U_COED_BOYS_GOLD  15-Jan  COSTA MESA HS 2  9:40 AM  12CGBau14  1stB-TSUNAMI (G)=13  2ndA-SAND CANYON (Co)=4  12C 1-4 semi,1
"Sekarang air, angin, api, dan tanah sedang marah bukan kepalang sampai ke titik nadir, justeru marah pada dirinya sendiri, banjir bandeng, angin puting beliung, api membara, tanah longsor, sejauh mana aku ini tahu diri dari apa aku diciptakan oleh Allah SWT yg sebenarnya...!!!???",0
"tolong ya ini cuaca rada dikondisikan. cukup emyu aja yang banjir trophy, jangan perumahan saya ikut banjir juga alias udah hampir seminggu tiap hari hujan ajig",0
"guys minta doanya semoga baik2 aja, aku dom lumajang n sepupunya temenku 4orang masih dalam pencarian karna erupsi semeru, idk cerita lebih jelasnya karna temenku kondisinya masih ga tenang🥺",0
"Kepikiran sama @g20org di bali, berbagai tema tentang #PulihBersama dll digaungkan, tapi pada kenyataannya di bali lagi banyak bencana loh ;)
Longsor, banjir, dll",0
"Emang gak boleh disuruh ke mana-mana kali ya, jalanan banyak yg banjir. Apakah ini pertanda MU bakal banjir trophy?",0
"beneran mau nanya, kalo orang masuk angin, itu yang masuk angin puting beliung, angin topan, apa angin angin atap rumah",0
Baru tau kawan Amad ada yang terkorban dalam runtuhan gempa bumi kat Turkiye. 1 family meninggal.,0
"Gempa dari Januari sampe hari ini, paling gede emang tadi siang. Beneran sampe tremor",0
Asik fiki dah di istanbul lagi bareng Tuğba hbis ketempat ke daerah terdampak gempa bareng Rumah Zakat lgsg cuss ke istanbul mampir ke tempat Ayang dan kali ini ada mas Asis yg nemenin bkalan enak nih ngevlog nya ada mas asis yg hendel kamera jdi kualitas videonya cakep wkwk,0
"""Yuri km nnti sy pindah di PIK ya, gaada alasan"" WAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA tsunami pala w langsung tsay",1
puting beliung nyasak i omahku tok og pie bajela,1
(hanya uji coba) tanah longsor terjadi di lereng gunung salak tadi ssore #tanahlongsor #twisar,0
"ga selamanya setelah badai akan muncul pelangi, kadang malah banjir terus longsor.
ga selamanya juga ulat akan menjadi kupu-kupu, ada juga yang mati.

buat kalian yang masih sering overthinking, kumpulkan kekuatan kalian.. didepan masih banyak struggle yang sedang menunggu 😎",0
lemes bgt semalem gue mimpi gempa sampe tsunami degdegan mana mau jawab presentasi,0
"Semarang hujannya awet banget. Semoga enggak banjir deh, biar kereta api ke JKT gak delay atau cancel sore ini.",0
"Gunung Semeru Erupsi ,kowe karo aku wes ra tau duwe i #semeru",0
"Dasarnya udah flu, ditambah semalem hujan2an semarang-demak terus nerjang banjir tinggi di sayung, alhasil skrg bener2 tumbang",0
"buat yg bikin berita hoax:
semoga hujan, badai, petir dan angin puting beliung kompak datang bersamaan di saat lo keluar rumah, semoga magic com lu gapernah kecolok setiap masak nasi, semoga hp lu ga ke colok setiap ngecas, semoga kaos kaki lu bau ketek naga. fakyulah",1
"Tanggal hari ini, tahun kemarin..
Mata isinya air tsunami 🏊",0
Ujan deres bgtttt. Mana w siaran pagi. Fic banjir ini jalanan,0
Bismillahirrahmanirrahim banjir congrat hari ini 🤲🌿🌿🌈🌷💖💖💖💖,0
benarkah jepang tsunami,1
"Kapan kapan aja deh 
Kepercayaan diriku longsor banget awowkwk byee mau masuk goaaaa",0
Papua lagi sering gempa dari kemarin sore...,0
apakah jakarta akan terkena tsunami,1
angin puting beliung nampakny ponti ni,1
tsunami kabar gembira diakhir taun hahahaha,1
"Sdf! Rek omahmu saiki udan gak? Omahku udane ngueri, koyok disuntek angine langsung gede sisan. Koyok katene onok puting beliung 🫣",0
"hujan ga berentii², tkut bgt daerah kantin banjir dah 🥲🥲",1
"yg di wonogiri aman kaaan? 😭😭😭 bru liat beritanya angin puting beliung disanaaa, stay safe everyone !! 😭",1
Talah hujan deres mbe semeru erupsi huhu,1
Keran Tsunami trophy telah dibuka,1
"Walah.. baru puting
beliung aja udah kaya
gitu,gimana kalau udel
beliung, apalagi udellle
buodong.",0
Rah y sir fi Tsunami bel Sham w ane ba3dne ma ba3ref essbah,1
"Apakah betul ujian kedua PPATK untuk daerah kabupaten Lumajang terus dilanjutkan? 
Sedangkan akses/jalur menuju kota Lumajang terputus total dan mungkin juga peserta ada yang terkena dampak erupsi gunung Semeru. 
@pusdatin_dikbud 
@Itjen_Kemdikbud 
@KemensosRI",0
"• kenapa yaa setiap ada banjir pasti orang² (kebanyakan anak kecil, remaja termasuk aku 😂) pada berkunjung (jalan² masuk ke banjiraannya), seperti ada sesuatu yg menarik gtu..",0
"Nih keponakan di rumah dah excited banget ku mau pulkam, awas aja gajadi karena rel KAI longsor lagi😤",0
"Mau berangkat kerja, eh banjir. Sampe papa gendong gue ke mobil, katanya biar ga kena banjir. Lopp bgt sama papa, walaupun suka kesel😭🫶🏻",0
"Pagi-pagi baca kisah Rumini, korban erupsi Semeru. Tiba-tiba becek ini mata. 🥲",0
Tatsumaki senpukyaku klo dibahasa indoin jdi tendangan berputar angin puting beliung,1
"Dear, katanya kau akan menembus banjir lava demi cintaku. Kenapa malam Minggu gak datang?",0
"LGBT (longsor, gempa, banjir, dan tsunami)",1
Alhamdulillah bukan laluan puting beliung petang tadi. Aku tengah lepak kat luar time tu tengok tiber angin kuat semacam pastu nampak mcm2 benda melayang kat langit. Elok masuk dalam angin lalu hambur mcm pasir ke batu ke kat atas bumbung boleh dengor kuat sebab awning zink kan.,1
Jir diserang tsunami factos sama netijen,0
"lihat turkiye bila berlaku gempa bumi macam ni, manakah suara joe biden dan sekutu NATO yang lain. turkiye tengah susah, buat macam bukan sekutu NATO pula. kesian turkey. lepas perang ukraine dan russia. next is turkey?",0
Erupsi semeru sama gempa cianjur apakah ada kaitannya ya?,0
"polemik gempa dan tsunami di pulau jawa itu sebenernya udah lama.. tapi ya itu, yg pakar ama yg pinter kalah ama yg berduit 

ngeri aja ngebayangin apartment 50 lantai yg berdiri tepat diatas lempeng bumu itu, klo nympe tuh lempeng bergeser ..wadawww",0
"kan suara aing teh lagi habis to the bone, dirumah si ibu karokean ama temen2nya, manggil gw teriak2 bilang aku jawabnya ga kedengeran, HOW CAN KEDENGERAN PLIZ😭
makin habiz suara serak tsunami ku yg indah ini",0
banjir ini mah awet,0
"Seharian telp ku penuh. Krang kring krang kring
Subuh” udh berasa gempaaa
Truss pagi” udh dikasih angin segar
Eh lanjut siang” angin puting beliung.
Gakuattt jantung adekkk makkkkk",1
Brgsiapa mngumpulkn harta dgn tdk swajarnya(tdk bnr) maka Allah akn mmusnahkannya dgn air(banjir)&amp;tanah(longsor) (HR.AlBaihaqi) #SyariahSumberKeberkahan,0
Puting beliung pulak wehhh laaa.,1
"amiiii...
sharing link donasi gempa turkey doongg",1
"Bedak nya luxcrime bagus bgttttt😭 pas keringetan bikin jadi glowing, trs gak longsor😭",0
Gempa gak sih 🥲,0
"INI BUAT SEMPRO GW MAU NGAJUIN JUDUL APA SIH YA ALLAH😭 
Temen2 lain tuh udh pada ada gambaran, ada yg mau ke atmosfer, longsor, titik gelincir, daerah resapan air, gempa bumi, dll SEMENTARA GW MASIH ZONK😭👍",0
Kyknya kok hampir pasti jkt hari ini bakalan banjir dimana2 dah,0
w benci hujan soalnya takut ruma w banjir asu sama apalagi kalo lg dijalan trs naik motor atau transport umum trs ujan itu tu bener2 nyebelin bgt karna semuanya jd ribet,0
harry kane lagi kena puting beliung,0
Masa tsunami tu graviti pi mana? Awat dia tak tarik ayaq tu masuk laut? HAHAHAHAHAHAHA,0
"Hujan kembali datang, 
Bersiap untuk banjir selanjutnya. 
I'm good now. 
Semoga gak bocor lagi",0
banjir+longsor di malang remind me kalo kota ini terbesar ke-2 free sex nya. ya ga sih? 😐,0
"EH INI ANAK KRAKATAU UDAH ERUPSI, NGAPA PEMERINTAH DIEM-DIEM AJE. Apa kaga lewat di tl gua ya?",0
"nanti tahun 2023 akan ada tsunami besar.
tinjau kembali pada tanggal ini.",0
Ada info buat jadi relawan buat korban erupsi gn. Semeru ndak rek?,0
"Apakah ada informasi jalan longsor di Ngantang min @infomalang? Ini kendaraan dari arah Kediri -Jombang bener2 lengang, sik kebeteng ngenteni udan maleh khawatir.",0
Dear! Ss yang tahan buat make up biar ngga longsor apa ya?? Makasihh,0
yang merasa KECE sejagat raya Promot gue coba. yang ak promot gue bikin Tsunami,0
Asli takut banget mau diklat dua hari lagi tapi tadi tempatnya kena banjir terus longsor,0
"Kalau liat video atau foto korban Gempa Turki-Suriah hancur hati kita, Ya Allah. Jagalah mereka.",0
